"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,720528,2019000482442,9133.2,2019007205281,60028,1,2,7430.4,1,0,1,47,1,1,100,0,0,11,114,1,10,85000,1,11
2019,201901,720528,2019000482442,9133.2,2019007205281,60028,1,3,8204.4,0,0,2,12,6,1,100,0,0,2,23,0,0,999999,0,0
2019,201901,720838,2019000519644,10371.6,2019007208381,20028,1,1,10216.8,4,0,1,41,1,1,100,0,0,6,65,1,10,0,1,11
2019,201901,720838,2019000519644,10371.6,2019007208381,20028,1,2,6192.0,4,0,2,32,1,1,100,0,0,6,65,1,10,28000,1,11
2019,201901,720838,2019000519644,10371.6,2019007208381,20028,1,3,7430.4,0,0,1,17,6,1,100,0,0,5,50,3,30,0,1,11
2019,201901,720838,2019000519644,10371.6,2019007208381,20028,1,4,7430.4,0,0,1,16,6,1,100,0,0,2,26,3,30,0,0,0
2019,201901,720838,2019000519644,10371.6,2019007208381,20028,1,5,12538.8,0,0,1,8,6,1,100,0,0,1,15,0,0,999999,0,0
2019,201901,720838,2019000519644,10371.6,2019007208381,20028,1,6,8049.6,0,0,2,5,6,1,100,0,0,1,11,0,0,999999,0,0
2019,201901,720992,2019000539591,8823.6,2019007209921,210028,1,1,8823.6,0,0,2,53,1,1,100,0,0,10,101,1,10,29000,1,11
2019,201901,720992,2019000539591,8823.6,2019007209921,210028,1,2,12693.6,0,0,1,52,1,1,100,0,0,8,81,3,30,1100,2,20
2019,201901,720992,2019000539591,8823.6,2019007209921,210028,1,3,8823.6,0,0,2,21,6,1,100,0,0,6,63,1,10,2400,1,11
2019,201901,721302,2019000574203,19350.0,2019007213021,160028,1,1,19350.0,0,0,2,68,1,2,200,0,0,6,63,3,30,0,1,11
2019,201901,721302,2019000574203,19350.0,2019007213021,160028,1,2,23839.2,0,0,1,56,1,2,200,0,0,6,65,1,10,18000,1,11
2019,201901,721457,2019000592881,3870.0,2019007214571,10028,1,1,3870.0,0,0,1,76,1,1,100,0,0,11,115,3,30,45000,2,20
2019,201901,721457,2019000592881,3870.0,2019007214571,10028,1,2,7120.8,0,0,2,59,1,1,100,0,0,11,115,1,10,120000,1,11
2019,201901,721612,2019000611349,8514.0,2019007216121,10028,1,1,8668.8,0,0,1,57,1,1,100,0,0,6,65,1,10,135000,2,20
2019,201901,721612,2019000611349,8514.0,2019007216121,10028,1,2,8204.4,0,0,2,60,1,1,100,0,0,6,63,3,30,0,1,11
2019,201901,721921,2019000648192,13158.0,2019007219211,150028,1,1,13003.2,0,0,1,29,1,1,100,0,0,10,101,3,30,20000,1,11
2019,201901,721921,2019000648192,13158.0,2019007219211,150028,1,2,24303.6,0,0,2,29,1,1,100,0,0,11,115,1,10,90000,1,11
2019,201901,722076,2019000666937,10062.0,2019007220761,30028,1,1,9907.2,2,0,2,34,1,1,100,0,0,11,116,1,10,105000,1,11
2019,201901,722076,2019000666937,10062.0,2019007220761,30028,1,2,13312.8,2,0,1,36,1,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,722076,2019000666937,10062.0,2019007220761,30028,1,3,12229.2,0,0,1,8,6,1,100,0,0,1,16,0,0,999999,0,0
2019,201901,722076,2019000666937,10062.0,2019007220761,30028,1,4,6811.2,0,0,2,5,6,1,100,0,0,1,12,0,0,999999,0,0
2019,201901,722231,2019000683504,12384.0,2019007222311,210028,1,1,12229.2,1,0,1,56,1,1,100,0,0,6,65,1,10,385000,1,11
2019,201901,722231,2019000683504,12384.0,2019007222311,210028,1,2,12848.4,1,0,2,49,1,1,100,0,0,7,71,1,10,30000,1,11
2019,201901,722231,2019000683504,12384.0,2019007222311,210028,1,3,13003.2,0,0,2,22,6,1,100,0,0,8,81,1,10,15000,1,11
2019,201901,722695,2019000740931,12384.0,2019007226951,20028,1,1,12229.2,0,0,1,53,1,1,100,0,0,6,63,1,10,35000,1,11
2019,201901,722695,2019000740931,12384.0,2019007226951,20028,1,2,6811.2,0,0,2,56,1,1,100,0,0,6,65,1,10,17000,1,11
2019,201901,722850,2019000759465,9597.6,2019007228501,130028,1,1,9597.6,2,0,2,35,6,2,200,0,0,7,71,1,10,20100,1,11
2019,201901,722850,2019000759465,9597.6,2019007228501,130028,1,2,6501.6,0,0,2,12,6,2,200,0,0,2,23,0,0,999999,0,0
2019,201901,722850,2019000759465,9597.6,2019007228501,130028,1,3,6501.6,0,0,1,10,6,2,200,0,0,2,22,0,0,999999,0,0
2019,201901,723160,2019000796812,18421.2,2019007231601,180028,1,1,18421.2,0,0,2,23,6,1,100,0,0,10,101,1,10,19800,1,11
2019,201901,723314,2019000814618,6037.2,2019007233141,80028,1,1,5882.4,1,0,1,66,1,2,200,0,0,0,2,3,30,0,1,11
2019,201901,723314,2019000814618,6037.2,2019007233141,80028,1,2,4179.6,1,0,2,50,1,2,200,0,0,6,63,1,10,50000,1,11
2019,201901,723314,2019000814618,6037.2,2019007233141,80028,1,3,6501.6,0,0,2,33,6,2,200,0,0,6,65,1,10,1300,1,11
2019,201901,723469,2019000834741,23065.2,2019007234691,60028,1,1,23065.2,0,0,1,49,1,1,100,0,0,6,65,1,10,78000,1,11
2019,201901,723469,2019000834741,23065.2,2019007234691,60028,1,2,7430.4,0,0,2,62,1,1,100,0,0,6,64,1,10,28000,1,11
2019,201901,723624,2019000854648,6811.2,2019007236241,180028,1,1,6811.2,0,0,2,20,6,1,100,0,0,7,71,3,30,0,1,11
2019,201901,723624,2019000854648,6811.2,2019007236241,180028,1,2,11145.6,0,0,2,22,6,1,100,0,0,10,101,1,10,3000,1,11
2019,201901,723779,2019000873411,4489.2,2019007237791,160028,1,1,4489.2,0,0,1,59,3,2,200,0,0,6,63,1,10,12000,1,11
2019,201901,723934,2019000891675,28792.8,2019007239341,80028,1,1,28792.8,2,0,2,44,4,1,100,0,0,7,71,1,10,20000,2,20
2019,201901,723934,2019000891675,28792.8,2019007239341,80028,1,2,22291.2,0,0,1,18,6,1,100,0,0,5,50,3,30,0,1,11
2019,201901,723934,2019000891675,28792.8,2019007239341,80028,1,3,27090.0,0,0,2,12,6,1,100,0,0,2,23,0,0,999999,0,0
2019,201901,724243,2019000927029,11300.4,2019007242431,140028,1,1,11300.4,1,0,1,57,1,1,100,0,0,5,50,1,10,45000,1,11
2019,201901,724243,2019000927029,11300.4,2019007242431,140028,1,2,9907.2,1,0,2,60,1,1,100,0,0,6,64,1,10,37000,1,11
2019,201901,724243,2019000927029,11300.4,2019007242431,140028,1,3,15325.2,0,0,2,38,1,1,100,0,0,2,23,3,30,0,1,11
2019,201901,724243,2019000927029,11300.4,2019007242431,140028,1,4,8514.0,0,0,2,29,1,1,100,0,0,7,71,1,10,20000,1,11
2019,201901,724398,2019000947670,57585.6,2019007243981,130028,1,1,57740.4,1,0,1,54,1,2,200,0,0,8,81,1,10,60000,2,20
2019,201901,724398,2019000947670,57585.6,2019007243981,130028,1,2,64242.0,1,0,2,53,1,2,200,0,0,6,63,1,10,35000,1,11
2019,201901,724398,2019000947670,57585.6,2019007243981,130028,1,3,42105.6,0,0,2,17,6,2,200,0,0,5,50,3,30,0,1,11
2019,201901,724553,2019000966453,25851.6,2019007245531,190028,1,1,25851.6,0,0,2,64,4,2,200,0,0,7,71,1,10,37600,1,11
2019,201901,724862,2019000999800,6811.2,2019007248621,80028,1,1,6811.2,0,0,2,27,6,1,100,0,0,11,114,1,10,85000,1,11
2019,201901,724862,2019000999800,6811.2,2019007248621,80028,1,2,5108.4,0,0,2,24,6,1,100,0,0,11,115,1,10,3000,1,11
2019,201901,725017,2019001020813,17956.8,2019007250171,10028,1,1,17956.8,3,0,1,34,1,1,100,0,0,7,71,1,10,750,1,11
2019,201901,725017,2019001020813,17956.8,2019007250171,10028,1,2,17802.0,3,0,2,30,1,1,100,0,0,6,63,1,10,18000,1,11
2019,201901,725017,2019001020813,17956.8,2019007250171,10028,1,3,17647.2,0,0,2,8,6,1,100,0,0,1,15,0,0,999999,0,0
2019,201901,725017,2019001020813,17956.8,2019007250171,10028,1,4,17802.0,0,0,2,7,6,1,100,0,0,1,12,0,0,999999,0,0
2019,201901,725017,2019001020813,17956.8,2019007250171,10028,1,5,17647.2,0,0,1,5,6,1,100,0,0,1,11,0,0,999999,0,0
2019,201901,725636,2019001094403,45046.8,2019007256361,10028,1,1,44892.0,2,1,1,28,1,1,100,0,0,2,23,1,10,50000,1,11
2019,201901,725636,2019001094403,45046.8,2019007256361,10028,1,2,33282.0,2,1,2,34,1,1,100,0,0,3,30,1,10,4600,1,11
2019,201901,725636,2019001094403,45046.8,2019007256361,10028,1,3,32817.6,0,0,1,7,6,1,100,0,0,1,14,0,0,999999,0,0
2019,201901,725636,2019001094403,45046.8,2019007256361,10028,1,4,34984.8,0,0,2,3,6,1,100,0,0,0,2,0,0,999999,0,0
2019,201901,725791,2019001112089,8823.6,2019007257911,60028,1,1,8823.6,0,0,1,25,1,1,100,0,0,10,101,1,14,80000,1,12
2019,201901,725791,2019001112089,8823.6,2019007257911,60028,1,2,4953.6,0,0,2,24,1,1,100,0,0,10,101,1,10,39000,1,11
2019,201901,726256,2019001167652,1393.2,2019007262561,40028,1,1,1393.2,0,0,1,28,6,8,801,0,0,6,63,1,10,20000,1,11
2019,201901,726410,2019001187243,11455.2,2019007264101,130028,1,1,11455.2,0,0,1,62,1,1,100,0,0,10,101,1,10,100000,1,11
2019,201901,726410,2019001187243,11455.2,2019007264101,130028,1,2,10681.2,0,0,2,59,1,1,100,0,0,7,71,1,10,42000,1,11
2019,201901,726565,2019001203369,5418.0,2019007265651,160028,1,1,5263.2,0,0,1,53,1,2,200,0,0,8,81,1,10,45000,1,11
2019,201901,726565,2019001203369,5418.0,2019007265651,160028,1,2,10216.8,0,0,2,52,1,2,200,0,0,6,65,1,10,25000,1,11
2019,201901,726720,2019001220630,4179.6,2019007267201,120028,1,1,4179.6,1,0,2,34,4,2,200,0,0,7,71,1,10,14000,1,11
2019,201901,726720,2019001220630,4179.6,2019007267201,120028,1,2,12074.4,0,0,2,11,6,2,200,0,0,2,22,0,0,999999,0,0
2019,201901,727184,2019001276190,40712.4,2019007271841,20028,1,1,40712.4,0,0,1,38,4,1,100,0,0,6,63,1,10,0,1,11
2019,201901,727184,2019001276190,40712.4,2019007271841,20028,1,2,83901.6,0,0,2,48,4,1,100,0,0,7,71,1,10,13000,1,11
2019,201901,727494,2019001311311,7430.4,2019007274941,100028,1,1,7430.4,1,0,1,51,1,1,100,0,0,11,114,1,10,58000,1,11
2019,201901,727494,2019001311311,7430.4,2019007274941,100028,1,2,10062.0,1,0,2,44,1,1,100,0,0,6,65,1,10,36000,1,11
2019,201901,727494,2019001311311,7430.4,2019007274941,100028,1,3,4798.8,0,0,2,19,6,1,100,0,0,5,50,2,20,0,1,11
2019,201901,727494,2019001311311,7430.4,2019007274941,100028,1,4,4644.0,0,0,2,22,6,1,100,0,0,6,63,2,20,10000,1,11
2019,201901,727649,2019001330008,18111.6,2019007276491,140028,1,1,18111.6,1,1,1,34,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,727649,2019001330008,18111.6,2019007276491,140028,1,2,9752.4,1,1,2,29,1,1,100,0,0,8,81,1,10,60000,1,11
2019,201901,727649,2019001330008,18111.6,2019007276491,140028,1,3,15015.6,0,0,2,2,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,727958,2019001366493,7585.2,2019007279581,200028,1,1,7585.2,0,0,2,63,5,2,200,0,0,11,114,1,10,56000,1,11
2019,201901,728113,2019001387029,6192.0,2019007281131,190028,1,1,6192.0,4,0,2,39,1,2,200,0,0,7,71,1,10,30000,1,11
2019,201901,728113,2019001387029,6192.0,2019007281131,190028,1,2,18111.6,4,0,1,46,1,2,200,0,0,11,114,1,10,81000,1,11
2019,201901,728113,2019001387029,6192.0,2019007281131,190028,1,3,4024.8,0,0,1,16,6,2,200,0,0,4,40,3,30,0,0,0
2019,201901,728113,2019001387029,6192.0,2019007281131,190028,1,4,4179.6,0,0,1,9,6,2,200,0,0,1,14,0,0,999999,0,0
2019,201901,728113,2019001387029,6192.0,2019007281131,190028,1,5,4644.0,0,0,1,7,6,2,200,0,0,1,12,0,0,999999,0,0
2019,201901,728113,2019001387029,6192.0,2019007281131,190028,1,6,4179.6,0,0,2,5,6,2,200,0,0,0,2,0,0,999999,0,0
2019,201901,728732,2019010020280,1393.2,2019007287321,140029,4,1,1393.2,0,0,2,20,6,1,100,0,0,7,71,1,10,0,1,11
2019,201901,729197,2019010039933,6656.4,2019007291971,270029,4,1,6656.4,0,0,1,31,6,1,100,0,0,11,114,1,10,34000,1,11
2019,201901,729506,2019010054340,12538.8,2019007295061,60029,4,1,12538.8,0,0,1,19,6,1,100,0,0,6,63,1,10,7000,1,11
2019,201901,730126,2019010080231,9288.0,2019007301261,60029,4,1,9288.0,0,0,2,20,6,1,100,0,0,7,71,1,10,1000,1,11
2019,201901,731828,2019000003200,21052.8,2019007318281,180429,1,1,20898.0,4,2,1,31,1,1,100,1,100,7,71,1,10,87000,1,11
2019,201901,731828,2019000003200,21052.8,2019007318281,180429,1,2,29876.4,4,2,2,32,1,1,100,0,0,7,71,3,30,0,1,11
2019,201901,731828,2019000003200,21052.8,2019007318281,180429,1,3,36223.2,0,0,2,6,6,1,100,1,100,1,12,0,0,999999,0,0
2019,201901,731828,2019000003200,21052.8,2019007318281,180429,1,4,38390.4,0,0,1,5,6,1,100,1,100,1,11,0,0,999999,0,0
2019,201901,731828,2019000003200,21052.8,2019007318281,180429,1,5,33282.0,0,0,1,3,6,1,100,1,100,0,2,0,0,999999,0,0
2019,201901,731828,2019000003200,21052.8,2019007318281,180429,1,6,39628.8,0,0,2,2,6,1,100,1,100,0,1,0,0,999999,0,0
2019,201901,731983,2019000012559,2941.2,2019007319831,170129,1,1,3096.0,1,0,2,37,1,1,100,0,0,7,71,1,10,44000,1,11
2019,201901,731983,2019000012559,2941.2,2019007319831,170129,1,2,3096.0,1,0,1,42,1,1,100,0,0,6,63,1,10,40000,1,11
2019,201901,731983,2019000012559,2941.2,2019007319831,170129,1,3,3096.0,0,0,2,10,6,1,100,0,0,1,16,0,0,999999,0,0
2019,201901,732138,2019000022676,14551.2,2019007321381,270029,1,1,14706.0,0,0,1,59,1,1,100,0,0,11,114,3,30,0,1,11
2019,201901,732138,2019000022676,14551.2,2019007321381,270029,1,2,17028.0,0,0,2,57,1,1,100,0,0,11,116,1,10,62000,1,11
2019,201901,732293,2019000030412,33127.2,2019007322931,200129,1,1,33127.2,0,0,1,56,1,1,100,0,0,7,71,1,10,88000,1,11
2019,201901,732293,2019000030412,33127.2,2019007322931,200129,1,2,35139.6,0,0,2,55,1,1,100,0,0,5,50,1,10,79000,1,11
2019,201901,732448,2019000040635,29721.6,2019007324481,160029,1,1,29721.6,0,0,1,38,6,1,100,0,0,8,81,1,10,85000,1,11
2019,201901,732602,2019000049983,27554.4,2019007326021,90229,1,1,27709.2,0,0,2,26,1,1,100,0,0,10,101,1,10,45000,1,11
2019,201901,732602,2019000049983,27554.4,2019007326021,90229,1,2,25542.0,0,0,1,29,1,1,100,0,0,6,65,1,10,45000,1,13
2019,201901,732757,2019000058178,88855.2,2019007327571,200129,1,1,88855.2,1,0,2,44,1,1,100,0,0,7,71,1,10,55000,1,11
2019,201901,732757,2019000058178,88855.2,2019007327571,200129,1,2,62694.0,1,0,1,45,1,1,100,0,0,6,63,1,10,76000,1,11
2019,201901,732757,2019000058178,88855.2,2019007327571,200129,1,3,72291.6,0,0,2,6,6,1,100,0,0,1,12,0,0,999999,0,0
2019,201901,732757,2019000058178,88855.2,2019007327571,200129,1,4,83746.8,0,0,1,11,6,1,100,0,0,1,17,0,0,999999,0,0
2019,201901,733067,2019000074645,4953.6,2019007330671,70029,1,1,4953.6,0,0,2,52,1,1,100,0,0,8,81,1,10,7000,1,11
2019,201901,733067,2019000074645,4953.6,2019007330671,70029,1,2,5263.2,0,0,1,54,1,1,100,0,0,6,65,1,10,80000,1,11
2019,201901,733222,2019000083880,8514.0,2019007332221,110029,1,1,8514.0,0,0,1,65,1,1,100,0,0,10,101,3,30,0,1,11
2019,201901,733222,2019000083880,8514.0,2019007332221,110029,1,2,8668.8,0,0,2,64,1,1,100,0,0,11,114,1,10,61000,1,11
2019,201901,733376,2019000092353,14086.8,2019007333761,170129,1,1,14086.8,0,0,1,49,4,1,100,0,0,6,65,1,10,24000,1,11
2019,201901,733531,2019000102326,19195.2,2019007335311,60029,1,1,19040.4,0,0,2,31,1,1,100,0,0,11,115,1,10,56000,1,11
2019,201901,733531,2019000102326,19195.2,2019007335311,60029,1,2,18421.2,0,0,1,32,1,1,100,0,0,10,101,1,10,64000,1,11
2019,201901,733686,2019000110998,10681.2,2019007336861,180229,1,1,10526.4,0,0,2,47,4,1,100,0,0,10,101,1,10,225000,1,11
2019,201901,733841,2019000118964,13777.2,2019007338411,90329,1,1,13777.2,3,0,2,39,4,1,100,0,0,10,101,1,10,51000,1,11
2019,201901,733841,2019000118964,13777.2,2019007338411,90329,1,2,16408.8,3,0,1,38,4,1,100,0,0,6,63,1,10,40400,1,11
2019,201901,733841,2019000118964,13777.2,2019007338411,90329,1,3,20433.6,0,0,1,18,6,1,100,0,0,5,50,1,10,8500,1,11
2019,201901,733841,2019000118964,13777.2,2019007338411,90329,1,4,14241.6,0,0,1,14,6,1,100,0,0,2,25,0,0,999999,0,0
2019,201901,733841,2019000118964,13777.2,2019007338411,90329,1,5,15325.2,0,0,2,5,6,1,100,0,0,0,2,0,0,999999,0,0
2019,201901,734460,2019000151025,11145.6,2019007344601,50029,1,1,11145.6,1,0,2,62,4,1,100,0,0,6,63,1,10,14000,1,11
2019,201901,734460,2019000151025,11145.6,2019007344601,50029,1,2,6966.0,0,0,1,28,6,1,100,0,0,6,63,3,30,0,1,11
2019,201901,734924,2019000177446,11610.0,2019007349241,200129,1,1,11610.0,0,0,2,50,1,1,100,0,0,6,65,1,10,107000,1,11
2019,201901,734924,2019000177446,11610.0,2019007349241,200129,1,2,14551.2,0,0,1,43,1,1,100,0,0,6,63,1,10,67000,1,11
2019,201901,735079,2019000184804,19350.0,2019007350791,60029,1,1,19350.0,1,0,1,60,1,1,100,0,0,11,115,1,10,75000,1,11
2019,201901,735079,2019000184804,19350.0,2019007350791,60029,1,2,14241.6,1,0,2,55,1,1,100,0,0,6,65,1,10,12000,1,11
2019,201901,735079,2019000184804,19350.0,2019007350791,60029,1,3,26006.4,0,0,2,25,6,1,100,0,0,10,101,1,10,12000,1,11
2019,201901,735234,2019000193984,30805.2,2019007352341,190229,1,1,30805.2,0,0,2,51,1,1,100,4,450,10,101,1,10,28000,1,11
2019,201901,735234,2019000193984,30805.2,2019007352341,190229,1,2,18421.2,0,0,2,62,1,1,100,0,0,10,101,1,10,31000,1,11
2019,201901,735544,2019000211658,3096.0,2019007355441,170229,1,1,3096.0,0,0,2,29,6,1,100,0,0,10,101,1,10,18000,1,11
2019,201901,735853,2019000227207,13312.8,2019007358531,210029,1,1,13312.8,0,0,1,64,1,1,100,0,0,11,114,1,10,17000,2,20
2019,201901,735853,2019000227207,13312.8,2019007358531,210029,1,2,13312.8,0,0,2,59,1,1,100,0,0,11,114,1,10,59000,1,11
2019,201901,736163,2019000245110,6811.2,2019007361631,180229,1,1,6811.2,1,0,2,53,4,7,700,1,100,7,71,1,10,53000,1,11
2019,201901,736163,2019000245110,6811.2,2019007361631,180229,1,2,10526.4,1,0,1,56,6,1,100,0,0,7,71,3,30,0,1,11
2019,201901,736163,2019000245110,6811.2,2019007361631,180229,1,3,7740.0,0,0,1,23,6,7,700,1,100,6,63,3,30,0,1,11
2019,201901,736163,2019000245110,6811.2,2019007361631,180229,1,4,13467.6,0,0,1,12,6,7,700,1,100,2,22,0,0,999999,0,0
2019,201901,736318,2019000253431,3250.8,2019007363181,10029,1,1,3250.8,0,0,1,48,6,1,100,0,0,6,63,1,10,30000,1,11
2019,201901,736627,2019000271573,1238.4,2019007366271,70029,1,1,1238.4,2,2,1,26,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,736627,2019000271573,1238.4,2019007366271,70029,1,2,1702.8,2,2,2,23,1,1,100,0,0,6,63,1,10,19200,1,11
2019,201901,736627,2019000271573,1238.4,2019007366271,70029,1,3,2322.0,0,0,2,1,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,736627,2019000271573,1238.4,2019007366271,70029,1,4,2167.2,0,0,2,0,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,736782,2019000279564,41950.8,2019007367821,180129,1,1,41950.8,1,0,2,80,5,2,200,0,0,2,26,3,30,0,1,11
2019,201901,736782,2019000279564,41950.8,2019007367821,180129,1,2,47368.8,0,0,1,42,6,2,200,0,0,7,71,1,10,60000,1,11
2019,201901,736937,2019000288729,6811.2,2019007369371,100129,1,1,6811.2,0,0,1,39,1,1,100,0,0,11,116,3,30,0,1,11
2019,201901,736937,2019000288729,6811.2,2019007369371,100129,1,2,6192.0,0,0,2,39,1,1,100,0,0,11,116,1,10,40000,1,11
2019,201901,737092,2019000296705,6966.0,2019007370921,280029,1,1,7120.8,1,0,2,83,5,1,100,0,0,6,63,3,30,0,1,11
2019,201901,737092,2019000296705,6966.0,2019007370921,280029,1,2,5418.0,0,0,2,55,4,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,737246,2019000304651,22755.6,2019007372461,30029,1,1,22755.6,0,0,1,54,1,1,100,0,0,6,63,1,10,54000,1,11
2019,201901,737246,2019000304651,22755.6,2019007372461,30029,1,2,29721.6,0,0,2,49,1,1,100,0,0,6,65,3,30,0,1,11
2019,201901,737401,2019000312589,10836.0,2019007374011,130029,1,1,10836.0,2,0,1,39,1,1,100,0,0,10,101,1,10,40000,1,11
2019,201901,737401,2019000312589,10836.0,2019007374011,130029,1,2,9442.8,2,0,2,48,1,1,100,0,0,11,116,1,10,80000,1,11
2019,201901,737401,2019000312589,10836.0,2019007374011,130029,1,3,4024.8,0,0,2,7,6,1,100,0,0,1,14,0,0,999999,0,0
2019,201901,737401,2019000312589,10836.0,2019007374011,130029,1,4,3560.4,0,0,1,7,6,1,100,0,0,1,14,0,0,999999,0,0
2019,201901,737556,2019000321018,4644.0,2019007375561,20029,1,1,4798.8,1,0,1,69,1,1,100,0,0,6,63,1,10,55000,2,20
2019,201901,737556,2019000321018,4644.0,2019007375561,20029,1,2,3250.8,1,0,2,66,1,1,100,0,0,6,64,1,10,5000,1,11
2019,201901,737556,2019000321018,4644.0,2019007375561,20029,1,3,6037.2,0,0,1,43,6,1,100,0,0,6,64,1,10,30000,1,11
2019,201901,737711,2019000330319,18111.6,2019007377111,100529,1,1,18111.6,0,0,2,36,6,2,200,0,0,10,101,1,10,20000,1,11
2019,201901,737866,2019000338446,9597.6,2019007378661,100229,1,1,9752.4,3,2,2,37,1,1,100,0,0,10,101,3,30,0,1,11
2019,201901,737866,2019000338446,9597.6,2019007378661,100229,1,2,11145.6,3,2,1,39,1,1,100,0,0,10,101,1,10,76000,1,13
2019,201901,737866,2019000338446,9597.6,2019007378661,100229,1,3,11300.4,0,0,1,6,6,1,100,0,0,1,11,0,0,999999,0,0
2019,201901,737866,2019000338446,9597.6,2019007378661,100229,1,4,11919.6,0,0,1,4,6,1,100,0,0,1,11,0,0,999999,0,0
2019,201901,737866,2019000338446,9597.6,2019007378661,100229,1,5,12074.4,0,0,1,1,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,738020,2019000346338,21362.4,2019007380201,180229,1,1,21362.4,0,0,1,59,1,2,200,0,0,6,63,1,10,78000,1,11
2019,201901,738020,2019000346338,21362.4,2019007380201,180229,1,2,10216.8,0,0,2,57,1,2,200,0,0,6,63,1,10,28000,1,11
2019,201901,738330,2019000362826,36223.2,2019007383301,90129,1,1,36378.0,0,0,1,64,1,1,100,0,0,7,71,1,10,0,1,11
2019,201901,738330,2019000362826,36223.2,2019007383301,90129,1,2,33901.2,0,0,2,60,1,1,100,0,0,7,71,3,30,0,1,11
2019,201901,738485,2019000371083,102942.0,2019007384851,180729,1,1,103096.8,0,0,1,31,6,2,200,0,0,7,71,1,10,80000,1,11
2019,201901,739104,2019000405594,1393.2,2019007391041,130029,1,1,1238.4,0,0,2,30,6,1,100,0,0,6,63,1,10,16000,1,11
2019,201901,739104,2019000405594,1393.2,2019007391041,130029,1,2,4489.2,0,0,1,26,6,1,100,0,0,6,63,1,10,27000,1,11
2019,201901,739259,2019000414253,13622.4,2019007392591,30029,1,1,13622.4,2,0,1,34,1,1,100,0,0,7,71,1,10,40000,1,11
2019,201901,739259,2019000414253,13622.4,2019007392591,30029,1,2,13932.0,2,0,2,32,1,1,100,0,0,10,101,1,10,30000,1,11
2019,201901,739259,2019000414253,13622.4,2019007392591,30029,1,3,23220.0,0,0,2,14,6,1,100,0,0,2,26,0,0,999999,0,0
2019,201901,739259,2019000414253,13622.4,2019007392591,30029,1,4,23220.0,0,0,2,13,6,1,100,0,0,2,25,0,0,999999,0,0
2019,201901,739414,2019000423156,11300.4,2019007394141,90229,1,1,11145.6,0,0,1,23,6,1,100,0,0,6,65,1,10,37000,1,11
2019,201901,739414,2019000423156,11300.4,2019007394141,90229,1,2,21672.0,0,0,2,26,6,1,100,0,0,10,101,1,10,40000,1,11
2019,201901,739723,2019000440141,12384.0,2019007397231,190229,1,1,12538.8,0,0,2,35,6,1,100,0,0,10,101,1,10,69000,1,11
2019,201901,739878,2019000448994,19969.2,2019007398781,60029,1,1,19969.2,1,1,2,22,6,1,100,4,413,3,30,1,10,5000,1,11
2019,201901,739878,2019000448994,19969.2,2019007398781,60029,1,2,35139.6,0,0,2,4,6,1,100,4,413,0,2,0,0,999999,0,0
2019,201901,740033,2019000458062,55418.4,2019007400331,220029,1,1,55418.4,0,0,1,36,6,1,100,0,0,6,63,1,10,60000,1,11
2019,201901,740342,2019000475208,2941.2,2019007403421,70029,1,1,3096.0,0,0,1,59,1,1,100,0,0,8,81,1,10,95000,1,11
2019,201901,740342,2019000475208,2941.2,2019007403421,70029,1,2,2941.2,0,0,2,59,1,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,740497,2019000482581,18111.6,2019007404971,200129,1,1,18111.6,0,0,1,58,1,1,100,0,0,6,63,1,10,53000,1,11
2019,201901,740497,2019000482581,18111.6,2019007404971,200129,1,2,19350.0,0,0,2,59,1,1,100,0,0,4,40,3,30,5000,1,11
2019,201901,740652,2019000491097,16718.4,2019007406521,90229,1,1,16718.4,0,0,2,55,1,1,100,0,0,7,71,1,10,32100,1,11
2019,201901,740652,2019000491097,16718.4,2019007406521,90229,1,2,13932.0,0,0,1,62,1,1,100,0,0,6,65,3,30,0,2,20
2019,201901,740962,2019000507494,22291.2,2019007409621,140029,1,1,22136.4,1,0,2,52,4,1,100,0,0,6,64,1,10,17000,1,11
2019,201901,740962,2019000507494,22291.2,2019007409621,140029,1,2,15170.4,1,1,1,23,6,1,100,0,0,6,63,1,10,4000,1,11
2019,201901,740962,2019000507494,22291.2,2019007409621,140029,1,3,31734.0,0,0,1,0,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,740962,2019000507494,22291.2,2019007409621,140029,1,4,3870.0,0,0,2,23,2,1,100,0,0,6,63,1,12,6000,1,11
2019,201901,741116,2019000516677,10526.4,2019007411161,260229,1,1,10681.2,0,0,1,61,1,1,100,0,0,11,114,1,10,120000,1,11
2019,201901,741116,2019000516677,10526.4,2019007411161,260229,1,2,8668.8,0,0,2,59,1,1,100,0,0,10,101,1,10,40000,1,11
